"",The calls for the Alberta government to institute renter protections continue to grow as thousands of tenants across the province face financial upheaval during the COVID-19 pandemic.,2020-03-25 02:08:00,Calls for the Alberta government to institute tenant protections during the COVID-19 pandemic continue to grow as renters across the province face financial upheaval as a result of the outbreak.  Hannah Stone says her family is unable to make April rent after she was laid off from a sales job at West Edmonton Mall. She is caring for her seven-year-old son while her husband recovers from a workplace injury. If she doesnt come up with rent by the second week of April,Calls for Alberta tenant protections grow during COVID-19 outbreak,she says her landlord will issue an eviction notice.  On top of that
Cbc News,The local Iranian community has decided to cancel their Persian New Year festivities as COVID-19 ravages Iran.,2020-03-09 20:49:00,There will be no fire-jumping to welcome spring to Ottawa this year. The capitals Iranian community has decided to cancel their Persian New Year festivities as COVID-19 ravages Iran. State television in Iran said the coronavirus had killed up to 237 people and there are more than 7,Persian New Year celebration cancelled over COVID-19 fears,000 confirmed cases of the respiratory illness thats new to humans and has no vaccine
The Associated Press,Officials in Austin,2020-03-06 22:33:00,Texas,South by Southwest festival cancelled over COVID-19,have cancelled the South by Southwest arts and technology festival.
Cbc News,Quebec Finance Eric Girard will deliver the provincial budget at the National Assembly on Tuesday. Heres how you can follow along.,2020-03-10 08:00:00,Quebec Finance Eric Girard will deliver the provincial budget Tuesday at the National Assembly. Its the second from the Coalition Avenir Québec government,How to follow CBCs coverage of Quebecs 2020 budget,and comes amid growing worries the coronavirus outbreak will wreak havoc on the global economy.  Heres how you can follow CBC News coverage of the budget on radio
Hadeel Ibrahim Is A Cbc Reporter Based Out Of Saint John. She Can Be Reached At Hadeel.Ibrahim Cbc.Ca,Chief Medical Officer Jennifer Russell recommends all daycares close,2020-03-16 18:38:00,excluding a few centres that have been identified to serve children of essential workers.,Health Department urges daycares to close,Chief Medical Officer Jennifer Russell recommends all daycares close
"",transport officers monitoring,B.C. and Yukon closed to visitors,2020-03-21 21:11:00,Highways into N.W.T. from Alberta,Transport officers are checking in with drivers coming in and out of the Northwest Territories as early as Saturday afternoon
Taryn Grant Is A Halifax-Based Reporter For Cbc Nova Scotia. Get In Touch With Her Email At Taryn.Grant Cbc.Ca,Some mall owners are imposing or suggesting reduced shopping hours for their tenants for at least two weeks starting Monday in an effort to reduce the spread of COVID-19.,2020-03-15 19:25:00,Some malls and retailers across Canada are reducing shopping hours starting this week in an effort to reduce the spread of COVID-19. Over the weekend,Canadian malls limit shopping hours to slow spread of COVID-19,some mall owners announced they would cut back shopping hours by as much as 30 per cent for at least the next two weeks. As of Sunday afternoon
"",Premier Caroline Cochrane said the money is meant to address health issues. What the territorial government will get to deal with the economic fallout from the coronavirus remains unclear.,2020-03-16 20:14:00,The Northwest Territories is expected to get just under 600,N.W.T. expected to get less than 600K from Ottawa to deal with COVID-19,000 from the federal governments 1-billion fund to deal with the novel coronavirus known as COVID-19
Cbc News,Several hundred Alberta doctors could be brought out of retirement to help fight the COVID-19 pandemic.,2020-03-18 15:59:00,Several hundred Alberta doctors could be brought out of retirement to help fight the COVID-19 pandemic.      Because of ongoing concerns that the health-care system could be overwhelmed as more Albertans are diagnosed with coronavirus,Alberta looks to retired doctors to shore up response to COVID-19,work has begun to reinstate health-care workers who had left the profession.      Doctors and nurses are already offering to return to the front lines as the number of cases continues to climb. As of late Tuesday
"",2020-03-16 20:24:00,appearances — with exceptions,An allowance is being made for people who are already in custody awaiting bail hearings or trial.,N.L. provincial courts halt trials,Some trials and court appearances have been suspended at provincial courts across Newfoundland and Labrador amid concerns over COVID-19. A notice released late Monday afternoon on behalf of Pamela Goulding
Cbc News,Organizers of the Folklore Festival in Thunder Bay have announced the annual event has been cancelled amid COVID-19 concerns. The decision was made based on the advice provided by the federal,2020-03-16 19:46:00,provincial,Thunder Bay Folklore Festival cancelled amid COVID-19 concerns,local governments
Hadeel Ibrahim Is A Cbc Reporter Based Out Of Saint John. She Can Be Reached At Hadeel.Ibrahim Cbc.Ca,Chief Medical Officer Jennifer Russell recommends all daycares close,2020-03-16 18:38:00,excluding a few centres that have been identified to serve children of essential workers.,Health Department urges daycares to close,Chief Medical Officer Jennifer Russell recommends all daycares close
Cbc News,British Columbians who are worried they have COVID-19 need to phone their health-care provider or call the provinces free HealthLink 811 line to find out if they are eligible for testing.,2020-03-05 22:32:00,British Columbians who are worried they have COVID-19 need to phone their health-care provider or call the provinces free HealthLink 811 line to find out if they are eligible for testing. B.C.s cases now span every regional health authority in the province,Here is what you need to know if you live in B.C. and suspect you have COVID-19,with the majority of patients undergoing self-isolation at home with mild symptoms.  There is an increased risk of more severe outcomes for people aged 65 and older and people with underlying health conditions or compromised immune systems. As of March 16
Cbc News,Quebec Finance Eric Girard will deliver the provincial budget at the National Assembly on Tuesday. Heres how you can follow along.,2020-03-10 08:00:00,Quebec Finance Eric Girard will deliver the provincial budget Tuesday at the National Assembly. Its the second from the Coalition Avenir Québec government,How to follow CBCs coverage of Quebecs 2020 budget,and comes amid growing worries the coronavirus outbreak will wreak havoc on the global economy.  Heres how you can follow CBC News coverage of the budget on radio
"",2020-03-18 14:54:00,staff self-isolating after employee tests positive for COVID-19,The bank is working with public health to contact any customers who they believe could be at risk,Waterdown TD closed,according to a spokesperson.
"",Smooth 42 Craft Distillery is typically known for its apple pie moonshine. But now its brewing a rubbing alcohol substitute,2020-03-20 12:27:00,which is being donated to healthcare and front line workers.,Sask. distillery now brewing rubbing alcohol substitute for frontline health care workers,A Saskatchewan-based distillery is doing what it can to lend a hand in the fight against COVID-19. Sacha Elez
"",2020-03-20 00:29:00,says doctor,An intensive care physician at one of the four Quebec hospitals designated to treat patients with COVID-19 said the vast majority of positive cases he has seen are people who contracted the virus in the Caribbean and then transmitted it to others upon their return.,Most COVID-19 cases at Jewish General Hospital so far linked to Caribbean travel,A physician on the front line of treating patients with COVID-19 said the vast majority of positive cases he has seen to date are people who contracted the virus while travelling in the Caribbean and then transmitted it to others upon their return to Quebec. That is where the government was very appropriate in saying
Cbc News,Properties listed by a realtor in Saskatchewan will no longer be hosting open houses.,2020-03-20 17:24:00,Properties listed by a realtor in Saskatchewan will no longer be hosting open houses.  Saskatchewan Realtors Association (SRA) members will be required to follow a no open house rule until further notice. The SRA said the move is unprecedented but responsible as Canadians work to prevent the spread of COVID-19.,Sask. Realtors Association forbidding open houses,https://www.cbc.ca/news/canada/saskatchewan/realtors-association-forbids-open-houses-1.5504558
"",An Alberta government bill that would dole out heavy penalties to protesters blocking rail lines,2020-03-20 00:24:00,highways,Bill for harsh penalties against rail blockaders paused by pandemic,pipelines or dams is on the back burner as legislators grapple with a pandemic.
Cbc News,2020-03-13 09:39:00,March 13,We answer some questions you may have about the novel coronavirus after Ottawa Public Health reports the first positive case in the capital.,What you need to know about COVID-19 in Ottawa Friday,Recent developments:  Chief Public Officer of Health Dr. Theresa Tam said Friday Canadians should postpone or cancel travel plans outside the country. Transportation Minister Marc Garneau says international flights to Canada will be restricted to certain airports. Quebec is closing all public schools
Kendall Latimer Has Shared Compelling Stories,Video With Cbc Saskatchewan Since She Loves A Good Yarn,Audio,Is Always Open To Chat,Photos,Kendall.Latimer Cbc.Ca.
Cbc News,The local Iranian community has decided to cancel their Persian New Year festivities as COVID-19 ravages Iran.,2020-03-09 20:49:00,There will be no fire-jumping to welcome spring to Ottawa this year. The capitals Iranian community has decided to cancel their Persian New Year festivities as COVID-19 ravages Iran. State television in Iran said the coronavirus had killed up to 237 people and there are more than 7,Persian New Year celebration cancelled over COVID-19 fears,000 confirmed cases of the respiratory illness thats new to humans and has no vaccine
Cbc News,Due to concerns of COVID-19,2020-03-12 22:25:00,essential work travel within the territory will undergo a risk assessment before it is permitted,N.W.T. government and YK1 move to limit work-related travel,according to a government memo Thursday.
Parliamentary Bureau,Tasker Is A Reporter In The CbcS Parliamentary Bureau In Ottawa. He Can Be Reached At John.Tasker Cbc.Ca.,J.P.,Follow J.P. On Twitter,John Paul,Parties near tentative deal on Ottawas 82 billion COVID-19 aid package: sources
Shane Ross Is A Former Newspaper,Charlottetown. He Joined Cbc P.E.I.S Web Team In,Ottawa,Strict fines for COVID-19 rule breakers,Tv Journalist In Halifax,says P.E.I. premier
"",U.S. President Donald Trumps decision to restrict travel from most European countries to try to contain what he called a foreign virus isnt grounded in science and breaks international law,2020-03-13 08:00:00,experts say.,Viruses dont carry passports: Why travel bans wont work to stop spread of COVID-19,U.S. President Donald Trumps decision to restrict travel from most European countries to try to contain what he called a foreign virus isnt grounded in science and breaks international law
"",2020-03-13 08:00:00,says leading manufacturer,Kruger Products says its factories are working overtime to meet a surge in demand caused by the COVID-19 pandemic,Canada wont be wiped out of toilet paper,vowing any shortages will be short-lived.
"",2020-03-19 21:21:00,tenants say,Tenants in a west-end Toronto apartment building said Thursday their landlord has continued to issue eviction notices amid the COVID-19 pandemic,Toronto landlord still issuing eviction notices,despite government measures meant to help people stay in their homes.
Cbc News,2020-03-12 12:00:00,2020,Prime Minister Justin Trudeau is self-isolating after his wife experienced flu symptoms following a trip to the U.K. It comes the day after the novel coronavirus outbreak was declared a pandemic by the World Health Organization,What you need to know about COVID-19 in B.C. on March 12,and seven new cases were identified in B.C.
Cbc News,A member of the Sutherland Curling Club in Saskatoon has tested positive for COVID-19. The club alerted members Sunday evening.,2020-03-23 02:47:00,A member of the mens league at Sutherland Curling Club in Saskatoon has tested positive for COVID-19. The club alerted members via email and in a Facebook post Sunday evening,Sutherland Curling Club member tests positive for COVID-19,which is the day they found out about the diagnosis.  The person in question played a league game March 12. The post said the opposing team was notified by phone.  The clubs general manager
"",2020-03-17 23:27:00,no early usage surge,With schools closed,Despite more students and workers connecting from home,and so many businesses shutting their doors or sending workers home in an attempt to limit the spread of COVID-19
Cbc News,Tourism operators in Yukon are bracing for a bad season this summer because of COVID-19 and cancelled cruises,2020-03-13 01:03:00,and theyre asking for government help to soften the financial blow.,Yukon tourism operators brace for impact of COVID-19 this summer,Tourism operators in Yukon are bracing for a bad season this summer because of the novel coronavirus
"",2020-03-17 23:27:00,no early usage surge,With schools closed,Despite more students and workers connecting from home,and so many businesses shutting their doors or sending workers home in an attempt to limit the spread of COVID-19
Cbc News,Cambridge Memorial Hospital CEO Patrick Gaskin says patients are being kept in the emergency department for longer because there arent enough beds. Part of that is because patients who are ready to be discharged either dont have support to return home or cant get into long-term care.,2020-03-16 15:30:00,Moving patients out of the emergency room and into a bed in a ward at Cambridge Memorial Hospital took more than 26 hours for some cases in December,Cambridge hospital CEO on the wait for patient beds and the impact of COVID-19,January and February
Cbc News,Local coffee shop owners say they don’t plan to ban reusable coffee mugs and containers the way some big coffee companies have in response to coronavirus fears,2020-03-06 16:14:00,because they don’t think will do much to slow the spread of the virus.,Local coffee shops continue to allow reusable mugs as big chains impose temporary ban,Local coffee shop owners say they dont plan to ban reusable coffee mugs and containers the way some big coffee companies have in response to coronavirus fears
Leah Hendry Is A Tv,Or On Email At Montrealinvestigates Cbc.Ca.,Online Journalist With Cbc Montreal Investigates. Contact Her Via Our Confidential Tipline,Follow Leah On Twitter,Radio,Who gets called back? Montrealers experience highlights confusion over COVID-19 test results
Douglas Gelevan,Follow Doug On Twitter,Has Been A Member Of The Cbc Team Since He Is Currently The Sports Journalist For Cbc News Montreal.,Elite athletes get creative in isolation as their Tokyo Olympics dreams stall,A National Award-Winning Sports Journalist,2020-03-19 21:39:00
"",2020-03-19 21:21:00,tenants say,Tenants in a west-end Toronto apartment building said Thursday their landlord has continued to issue eviction notices amid the COVID-19 pandemic,Toronto landlord still issuing eviction notices,despite government measures meant to help people stay in their homes.
Cbc News,Local non-profits that work with the citys homeless population are pulling together a plan to prevent the community spread of coronavirus.,2020-03-15 12:42:00,Three of the biggest homeless shelters in Winnipeg are coming together to protect one of the highest risk populations amid the coronavirus pandemic. The director of a local non-profit that works with people experiencing homelessness said the citys emergency response team reached out to them to pull together a plan for dealing with the COVID-19 outbreak. Rick Lees of Main Street Project explained his community health agency combined with Salvation Army and Siloam Mission,Winnipeg homelessness groups create COVID-19 response team to protect high-risk population,as well as the city
Cbc News,Due to concerns of COVID-19,2020-03-12 22:25:00,essential work travel within the territory will undergo a risk assessment before it is permitted,N.W.T. government and YK1 move to limit work-related travel,according to a government memo Thursday.
Cbc News,2020-03-25 09:50:00,March 25,There are two more confirmed cases of COVID-19 on P.E.I.,COVID-19 on P.E.I.: Whats happening Wednesday,chief public health officer Dr. Heather Morrison announced at a news briefing Wednesday evening. That brings the total number of cases of COVID-19 on P.E.I. to five.
Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan,Adam.Hunter Cbc.Ca,Ahiddycbc. Contact Him,Sask. construction industry wants projects to continue,Based In Regina. He Has Been With Cbc For Years. He Hosts The Cbc Podcast On The Ledge. Follow Him On Twitter,with safety precautions
"",2020-03-18 13:26:00,U.S. border temporarily closing to non-essential traffic to slow COVID-19,Canada and the United States have agreed to restrict non-essential travel across the border as both countries try to slow the spread of the novel coronavirus — but key supplies will still flow between the two nations.,Canada,Canada and the United States have agreed to restrict non-essential travel across the border as both countries try to slow the spread of the novel coronavirus — but they insist key supplies will still flow between the two nations. U.S. President Donald Trump first tweeted the news Wednesday morning. Soon afterward
Cbc News,2020-03-12 12:00:00,2020,Prime Minister Justin Trudeau is self-isolating after his wife experienced flu symptoms following a trip to the U.K. It comes the day after the novel coronavirus outbreak was declared a pandemic by the World Health Organization,What you need to know about COVID-19 in B.C. on March 12,and seven new cases were identified in B.C.
Cbc News,Home support sector strained as growing number of workers self-isolate,Follow Terry Roberts On Twitter,2020-03-24 19:20:00,Terry Roberts Is A Journalist With CbcS Bureau In St. JohnS.,A growing number of home support workers in Newfoundland and Labrador are giving up their duties in order to self-isolate from the COVID-19 pandemic.
Cbc News,The City of Ottawa is shutting down municipal facilities starting Monday including recreation facilities,2020-03-13 14:29:00,pools and libraries until at least April 5 as part of the growing effort to slow the spread of COVID-19.,City facilities closing as part of COVID-19 clampdown,The City of Ottawa is shutting down municipal facilities starting Monday including recreation facilities
"",More than a million Canadian citizens and permanent residents returned home last week as governments around the world ramped up their warnings about the threat of COVID-19.,2020-03-23 13:43:00,More than a million Canadian citizens and permanent residents returned home last week as governments around the world ramped up their warnings about the threat of COVID-19. A spokesperson for the Canada Border Services Agency said 959,More than a million Canadian citizens and permanent residents returned home last week,600 Canadians and 43
"",More than a million Canadian citizens and permanent residents returned home last week as governments around the world ramped up their warnings about the threat of COVID-19.,2020-03-23 13:43:00,More than a million Canadian citizens and permanent residents returned home last week as governments around the world ramped up their warnings about the threat of COVID-19. A spokesperson for the Canada Border Services Agency said 959,More than a million Canadian citizens and permanent residents returned home last week,600 Canadians and 43
Cbc News,Liberals suspending leadership contest,Follow Terry Roberts On Twitter,order candidates to stop campaigning,Terry Roberts Is A Journalist With CbcS Bureau In St. JohnS.,2020-03-23 13:34:00
"",2020-03-12 18:22:00,B.C. officials ask retired doctors to re-register in case COVID-19 worsens,Officials in B.C. have begun the extraordinary measure of calling recently retired doctors in the province,In extraordinary move,asking if theyd be willing and available to come back to work if the current healthcare system becomes overwhelmed by COVID-19.
Cbc News,Stephanie Torrealba has found herself stuck in Spain as cases of COVID-19 skyrocket there. Shes hoping shell be able to get on a plane today and return to Canada.,2020-03-15 08:00:00,Ottawans whove found themselves stuck in Europe as COVID-19 spreads are hoping theyll be able to board planes in the coming days and touch down on Canadian soil. Stephanie Torrealba arrived in Spain on March 5,Ottawans scramble to return from Europe,before it became a hotspot for the respiratory illness
Cbc News,Thinking about taking the kids skiing,2020-03-15 08:00:00,or sending the teenagers to mall? A retired virologist says you should think twice about activities involving groups,Social distancing: How far is far enough?,indoors or out
"",Gas prices at the pump are getting low — with a few stations in Calgary selling fuel at just under 80 cents a litre for regular grade. Most stations in central Calgary were selling gas at around 85 cents on Thursday.,2020-03-12 17:46:00,Gas prices at the pump are getting low — with a few stations in Calgary selling fuel at just under 80 cents/litre. By Saturday afternoon,Gasoline prices dip below 80¢ a litre at some Calgary pumps,prices could drop down toward 70 cents/litre
Reporter Editor,New Brunswick records 1st presumptive case of COVID-19,Elizabeth.Fraser Cbc.Ca,2020-03-11 21:13:00,Elizabeth Fraser Is A Reporter Editor With Cbc New Brunswick Based In Fredericton. SheS Originally Manitoba. Story Tip,The first case of the novel coronavirus has been reported in New Brunswick
Cbc News,All children who were attending a downtown Calgary child care centre licensed for nearly 100 — along with their families and two dozen staff — have been asked to self-isolate for more than a week after one of the kids tested positive for COVID-19.,2020-03-12 14:04:00,All children who were attending a downtown Calgary child care centre licensed for nearly 100 — along with their families and two dozen staff — have been asked to self-isolate for more than a week after one of the kids tested positive for COVID-19. The news comes on the same day that Ontario said a baby in that province tested positive,Dozens of Calgarians asked to self-isolate after child tests positive at daycare,which would make the two cases the first known ones affecting children in Canada. As of mid-day Thursday
"",An infectious disease specialist weighs in on whether families should be reconsidering their vacation plans amid the coronavirus outbreak,2020-03-11 16:45:00,even if theyre not travelling to a declared no-go zone.,Should you let COVID-19 dash your March Break plans?,You probably wouldnt take your kids to China
"",2020-03-11 16:37:00,announces 100M contingency fund,Ontario reported four more cases of COVID-19 Wednesday,Ontario reports more cases of COVID-19,bringing the total to 42
"",As universities and colleges close their campuses and ask students to leave residences in response to the COVID-19 outbreak,2020-03-24 21:56:00,international students in Canada are finding themselves increasingly isolated,International students feeling isolated and financially strapped as they wait out pandemic,lonely and worried about their future.
"",Some Nova Scotians who are following the provinces advice to phone 811 because they have symptoms associated with COVID-19,2020-03-12 20:04:00,or think they may have been exposed to it,811 delays frustrate some Nova Scotians calling with COVID-19 concerns,say the system isnt working.
Cbc News,2020-03-12 20:25:00,is self-isolating at home,A Hotel-Dieu Grace Healthcare physician has developed COVID-19 symptoms and is currently self-isolating at home.,Hotel-Dieu physician has developed COVID-19 symptoms,A Hotel-Dieu Grace Healthcare physician working in psychiatry has developed coronavirus symptoms and is currently self-isolating at home. The physician in question is being tested
Anjuli Patil Is A Reporter,U.S.,Michelin temporarily shuts down tire production in Canada,2020-03-21 16:01:00,Occasional Video Journalist With Cbc Nova ScotiaS Digital Team.,The measure is due to the effects of COVID-19
"",The Middlesex-London Health Unit will open a separate testing centre for COVID-19 by the early-to-mid next week,2020-03-12 15:18:00,while Western University cancels classes.,London to open COVID-19 testing centre by next week,The Middlesex-London Health Unit will open a separate testing centre for COVID-19 by the early-to-mid next week. We have been preparing for what it would look like if we had a local outbreak. Our teams are ready to identify
Senior Reporter,Including Libya,Allen Spent Four Years Reporting Across Africa,South Sudan,Bonnie Allen Is A Senior Reporter For Cbc News Based In Saskatchewan. Before Returning To Canada In,Liberia
Cbc News,An up-to-date list of cancelled,2020-03-12 18:11:00,postponed or changed events due to COVID-19.,Whats closed in London: COVID-19,As the COVID-19 pandemic continues to affect more people and communities around the world
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
"",2020-03-07 00:19:00,and other tips,Albertans are bracing for the coronavirus,Why Calgarians may not want to try those hand sanitizer recipes,especially now that the province has its first two presumptive cases of COVID-19
"",As of Thursday morning,2020-03-12 17:23:00,Dr. Robert Strang said 57 people had been tested for the novel coronavirus,Heres what Nova Scotians should know about COVID-19,and all came back negative.
Cbc News,Mike Savage said in a tweet that he and his staff are in voluntary isolation.,2020-03-12 20:34:00,UPDATE: Halifax Mayor Mike Savage said at a news conference on March 16 that he and his staff are no longer self-isolating after potential exposure to someone who was being tested for COVID-19. Halifax Mayor Mike Savage says he is going into voluntary self-isolation after a possible link to someone who is seeking testing for COVID-19. Savage tweeted the information Thursday afternoon,Halifax mayor in self-isolation after contact with person seeking COVID-19 testing,adding that the mayors office is closed and all staff are in voluntary isolation until we know more. BetterSafeThanSorry. Shaune MacKinlay
"",WestJet Airlines says it will suspend all international flights,2020-03-17 03:46:00,including to the U.S.,WestJet to suspend international flights, for 30 days
"",In the wake of the NHL season being suspended in response to the COVID-19 pandemic,2020-03-14 19:02:00,staff working for the Calgary Flames,Calgary Flames tell part-time staff they wont be paid for shifts cancelled due to COVID-19,Calgary Hitmen and Calgary Roughnecks have been informed they will not be paid in the interim.
"",Conservative leadership candidate Erin OToole is adding his voice to the chorus of people calling for the June 27 vote to be delayed.,2020-03-22 17:50:00,Conservative leadership candidate Erin OToole is adding his voice to the chorus of people calling for the June 27 vote to be delayed. OToole,Erin OToole latest to call for delay in Conservative leadership vote,the former cabinet minister and current MP
"",2020-03-17 15:24:00,tourism association warns,The provincial and federal governments must step in with financial relief to prevent a complete collapse of the visitor economy,B.C.s visitor economy faces collapse without government relief,a tourism industry group in B.C. is warning
"",2020-03-18 16:05:00,international students into Canada,The federal government confirmed Friday that temporary foreign workers,Ottawa will allow temporary foreign workers,foreigners with work visas and international students will be able to enter the country despite the travel ban but acknowledged there may still be some confusion at the border.
"",Some parents who have signed contracts with daycare providers won’t have to continue paying,2020-03-19 15:47:00,but others might still be charged.,Association head says its up to individual daycares to decide whether to charge fees,Some parents who have signed contracts with daycare providers wont have to continue paying
"",2020-03-23 12:00:00,court battle continues,Habitat for Humanity Edmonton says it will not force dozens of low-income families to leave their homes during the COVID-19 pandemic,Habitat for Humanity residents given temporary reprieve during pandemic,offering temporary relief as a contract dispute wears on between the two parties.
"",2020-03-19 23:30:00,ban tenant evictions during pandemic,Ottawa announced it will release emergency funds and banks have agreed to allow mortgage payment deferrals for six months,Mayor of Vancouver calls on province to create rent bank,but for thousands of B.C. renters financial relief has yet to come.
The Associated Press,Nations around the world girded for months of disruptions from the novel coronavirus Thursday as its unrelenting spread brought ballooning infections,2020-03-05 12:13:00,economic fallout and sweeping containment measures.,WHO chief on COVID-19: This is a time for pulling out all the stops,Nations around the world girded for months of disruptions from the coronavirus Thursday as its unrelenting spread brought ballooning infections
The Canadian Press,2020-03-15 00:46:00,surgical masks amid COVID-19 price-gouging,Kijiji is banning listings for health-care masks,Kijiji bans listings for toilet paper,hand sanitizer and other items in high demand amid the COVID-19 outbreak in an effort to stop price-gouging.
Cbc News,2020-03-20 20:30:00,hospital says,A doctor with the Thunder Bay Regional Health Sciences Centre said Friday its likely that COVID-19 is in the city,COVID-19 likely in Thunder Bay,but said if people are doing what theyre supposed to
Cbc News,All city-run recreation facilities across Edmonton will be closed to help protect the safety of the public and city employees during the COVID-19 pandemic,2020-03-14 23:57:00,city officials said Saturday,All Edmonton recreation centres to close indefinitely amid COVID-19 worries,All city-run recreation facilities across Edmonton will be closed to help protect the safety of the public and city employees during the COVID-19 pandemic
Cbc News,Dr. Janice Fitzgerald said the two new cases are both people who returned from international travel.,2020-03-21 13:41:00,Premier Dwight Ball,COVID-19 reaches 6 cases in N.L. as 2 new presumptive positive cases announced,left
Sarah Rieger Joined Cbc Calgary As An Online Journalist In You Can Reach Her Email At Sarah.Rieger Cbc.Ca.,Calgary declares state of local emergency in response to COVID-19 spread,Read More Articles Sarah,2020-03-16 02:50:00,Follow Sarah On Twitter,The City of Calgary has declared a state of local emergency in response to the growing coronavirus pandemic. The move means city-operated recreation centres
Laura Glowacki Is A Reporter Based In Ottawa. Previously,Glowackicbc,As An Associate Producer For CbcS Metro Morning In Toronto. Find Her On Twitter,Reach Her Email At Laura.Glowacki Cbc.Ca.,She Worked As A Reporter In Winnipeg,Ciena closes Ottawa offices after employee tests positive for COVID-19
Ariana Kelland Is A Reporter With The Cbc Newfoundland,Follow Ariana Kelland On Twitter,More This Author,Dentists,Labrador Bureau In St. JohnS.,nurses sound alarm on lack of masks in N.L.
"",2020-03-08 08:00:00,U of O researchers take on COVID-19,University of Ottawa researchers are striving to make good use of a recent 27-million investment by the federal government in the fight against the novel coronavirus.,From test strips to llama antibodies,University of Ottawa researchers are striving to make good use of a nearly 27-million investment by the federal government in the fight against the novel coronavirus. The government announced Friday the money would go to Canadian researchers seeking to learn more about the COVID-19 respiratory illness
Cbc News,We answer some questions you may have about the novel coronavirus after Ottawa Public Health reports the first positive case in the capital.,2020-03-12 10:59:00,What are the novel coronavirus and COVID-19? Coronaviruses are a family of viruses that cause illnesses ranging from the common cold to more severe respiratory problems,What you need to know about COVID-19 in Ottawa,according to the World Health Organization (WHO). Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS) were both examples of coronaviruses. The most recent novel (or new in humans) coronavirus
Cbc News,2020-03-17 00:00:00,Halifax couple scrambles to return home,Donna McInnis and Kevin Ball scrambled to book flights to return home from Spain after Prime Minister Justin Trudeau announced further border restrictions on Monday and told all Canadians abroad to return as soon as possible.,As borders tighten due to COVID-19,On the advice of public health officials
Cbc News,People who sat near this passenger on three different flights could be at risk.,2020-03-22 00:55:00,A third confirmed case of COVID-19 has been reported by Public Health Sudbury and Districts. In a news release Saturday evening,Third confirmed case of COVID-19 reported by Public Health Sudbury and Districts,Sudbury and Districts Medical Officer of Health Dr. Penny Sutcliffe said the patient is a woman in her 40s
Cbc News,2020-03-14 20:50:00,CHEO limit visits due to COVID-19,The Ottawa Hospital and CHEO,Ottawa Hospital,the citys childrens hospital
"",2020-03-16 22:55:00,airports say,The Canadian government imposed new restrictions on where international flights can land in the country,Some international flights can still land in N.B.,through exemptions will allow some flights from sun destinations to land in New Brunswick.
"",2020-03-11 18:50:00,labour group argues,As the threat of COVID-19 continues around the globe,All Alberta workers need paid sick leave,the Alberta Federation of Labour is asking the province to provide 14 days of paid sick leave for all working Albertans.
"",Workers concerned staff returning from travel arent quarantining despite warnings from the province.,2020-03-22 16:00:00,Health-care workers are grappling with conflicting messages when it comes to whether or not they should be working if theyve recently returned to Canada after travelling. Health staff have reached out to CBC News concerned for patient safety amid the ongoing COVID-19 outbreak,B.C. health-care workers grapple with conflicting messages amid pandemic,noting that there are workers circulating through the health-care system who have been told not to quarantine
"",Nova Scotia is releasing 41 people serving intermittent sentences in provincial jails in an effort to mitigate the spread of COVID-19.,2020-03-18 21:21:00,Nova Scotia is granting temporary release to some inmates during the COVID-19 pandemic to mitigate the viruss spread within jails. The province announced Wednesday it would grant temporary absences,Nova Scotia to grant temporary release to some inmates amid COVID-19 pandemic,with no fixed end date
"",2020-03-23 12:00:00,court battle continues,Habitat for Humanity Edmonton says it will not force dozens of low-income families to leave their homes during the COVID-19 pandemic,Habitat for Humanity residents given temporary reprieve during pandemic,offering temporary relief as a contract dispute wears on between the two parties.
Cbc News,A day after the World Health Organization officially declared the global COVID-19 outbreak a pandemic,2020-03-12 14:30:00,Ontario has announced new measures to prepare for the spread of the virus in this province. Heres what you need to know Thursday.,Ontario now has 60 confirmed cases of COVID-19. Heres what you need to know,A day after the World Health Organization officially declared the global COVID-19 outbreak a pandemic
Reporter Editor,Follow,Jennifer.Lagrassa Cbc.Ca,Jennlagrassa On Twitter,Jennifer La Grassa Is A Reporter Editor For Cbc Hamilton. Email,Heres how organizations across Hamilton are preparing for the potential arrival of COVID-19
"",2020-03-11 18:50:00,labour group argues,As the threat of COVID-19 continues around the globe,All Alberta workers need paid sick leave,the Alberta Federation of Labour is asking the province to provide 14 days of paid sick leave for all working Albertans.
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
"",Nova Scotia is releasing 41 people serving intermittent sentences in provincial jails in an effort to mitigate the spread of COVID-19.,2020-03-18 21:21:00,Nova Scotia is granting temporary release to some inmates during the COVID-19 pandemic to mitigate the viruss spread within jails. The province announced Wednesday it would grant temporary absences,Nova Scotia to grant temporary release to some inmates amid COVID-19 pandemic,with no fixed end date
Cbc News,2020-03-20 20:30:00,hospital says,A doctor with the Thunder Bay Regional Health Sciences Centre said Friday its likely that COVID-19 is in the city,COVID-19 likely in Thunder Bay,but said if people are doing what theyre supposed to
